"label_id","dimension","label_name","label_path","parent_label_id","definition","include_when","exclude_when","synonyms","confusable_labels","positive_example","negative_example","status","taxonomy_version","source_frequency","learning_source","definition_status","dirty_observation","output_eligible"
"MP-CA319DFFEA","Protein type","Milk basic protein","Protein type > Whey protein > Milk basic protein","MP-015BB1E97D","Milk-protein technology in which Milk basic protein is a core active ingredient, preparation target, processing target, or claim-limited component.","Milk basic protein is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","CN115997937B: Milk-fat-globule-membrane-containing nutritional composition, use, and food","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","6","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-10F5CCC044","Protein type","Growth factor","Protein type > Whey protein > Growth factor","MP-015BB1E97D","Milk-protein technology in which Growth factor is a core active ingredient, preparation target, processing target, or claim-limited component.","Growth factor is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","US10376543B2: Fermented milk product and method for producing the same","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","12","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-933FB9631E","Protein type","Serum albumin","Protein type > Whey protein > Serum albumin","MP-015BB1E97D","Milk-protein technology in which Serum albumin is a core active ingredient, preparation target, processing target, or claim-limited component.","Serum albumin is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","Supported by the domain rules and gold-standard examples.","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","2","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-E796FC8E9E","Protein type","Osteopontin","Protein type > Whey protein > Osteopontin","MP-015BB1E97D","Milk-protein technology in which Osteopontin is a core active ingredient, preparation target, processing target, or claim-limited component.","Osteopontin is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","CN117337994A: Functional composition and use thereof","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","5","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-4271038C82","Protein type","Milk-derived peptide","Protein type > Other milk proteins > Milk-derived peptide","MP-20D2D0B869","Milk-protein technology in which Milk-derived peptide is a core active ingredient, preparation target, processing target, or claim-limited component.","Milk-derived peptide is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","Protein type > Other milk proteins > Hydrolyzed protein","KR102750114B1: Composition containing a whey-protein hydrolysate for preventing, improving, or treating sleep disorders","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","64","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-756312CD99","Protein type","Hydrolyzed protein","Protein type > Other milk proteins > Hydrolyzed protein","MP-20D2D0B869","Milk-protein technology in which Hydrolyzed protein is a core active ingredient, preparation target, processing target, or claim-limited component.","Hydrolyzed protein is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","Protein type > Other milk proteins > Milk-derived peptide","CN117796531B: Composite protein composition for increasing muscle circumference and preparation method thereof","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","2","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-687A78A801","Protein type","Milk-fat-globule membrane protein","Protein type > Other milk proteins > Milk-fat-globule membrane protein","MP-20D2D0B869","Milk-protein technology in which Milk-fat-globule membrane protein is a core active ingredient, preparation target, processing target, or claim-limited component.","Milk-fat-globule membrane protein is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","CN118252256A: Composition, use thereof, and food","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","6","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-72ADCC00D2","Protein type","Alpha-s1-casein","Protein type > Casein > Alpha-s1-casein","MP-40CBB54771","Milk-protein technology in which Alpha-s1-casein is a core active ingredient, preparation target, processing target, or claim-limited component.","Alpha-s1-casein is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","Supported by the domain rules and gold-standard examples.","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","1","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-BB928FA158","Protein type","Alpha-s2-casein","Protein type > Casein > Alpha-s2-casein","MP-40CBB54771","Milk-protein technology in which Alpha-s2-casein is a core active ingredient, preparation target, processing target, or claim-limited component.","Alpha-s2-casein is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","Supported by the domain rules and gold-standard examples.","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","1","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-803B77E90F","Protein type","Beta-casein","Protein type > Casein > Beta-casein","MP-40CBB54771","Milk-protein technology in which Beta-casein is a core active ingredient, preparation target, processing target, or claim-limited component.","Beta-casein is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","CN117941742B: Nutritional composition for promoting protein absorption and use thereof","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","7","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-8EE2B2A291","Protein type","Kappa-casein","Protein type > Casein > Kappa-casein","MP-40CBB54771","Milk-protein technology in which Kappa-casein is a core active ingredient, preparation target, processing target, or claim-limited component.","Kappa-casein is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","Supported by the domain rules and gold-standard examples.","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","3","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-461EAD53B8","Protein type","Casein glycomacropeptide","Protein type > Casein > Casein glycomacropeptide","MP-40CBB54771","Milk-protein technology in which Casein glycomacropeptide is a core active ingredient, preparation target, processing target, or claim-limited component.","Casein glycomacropeptide is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","CN118252256A: Composition, use thereof, and food","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","3","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-15ED2CD17C","Protein type","Soft casein micelle","Protein type > Casein > Soft casein micelle","MP-40CBB54771","Milk-protein technology in which Soft casein micelle is a core active ingredient, preparation target, processing target, or claim-limited component.","Soft casein micelle is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","CN113747802A: Liquid composition containing micellar casein concentrate","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","6","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-5AEBF324CC","Protein type","Sodium caseinate","Protein type > Casein > Sodium caseinate","MP-40CBB54771","Milk-protein technology in which Sodium caseinate is a core active ingredient, preparation target, processing target, or claim-limited component.","Sodium caseinate is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","MX349966B: Use of sodium caseinate as antineoplastic agent.","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","1","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
