"test_id","public_no","title","abstract_excerpt","claims_excerpt","gold_labels","gold_protein_type","gold_protein_function","gold_separation_technology","source_dataset","example_authority"
"T029","CN117137008A","Nutritional supplement for pregnant and lactating people and preparation method thereof","The composition contains 2,510–3,860 parts milk-protein components, 50–100 parts dietary fiber, 20–30 parts oils, vitamins, and minerals. Milk protein includes raw milk, added whey proteins, and skim milk; the whey fraction includes alpha-lactalbumin, milk-fat-globule-membrane protein, and osteopontin, with alpha-lactalbumin at 0.5–10 wt%. Skim-milk fat is at most 2 wt%, oil contains at least 70 wt% oleic acid, and dietary fiber contains at least 90 wt% resistant dextrin.","1. A nutritional supplement for pregnant and lactating people comprising, by weight, 2,510–3,860 parts milk-protein components, 50–100 parts dietary fiber, 20–30 parts oils, vitamins, and minerals; wherein milk protein includes raw milk, added whey proteins containing alpha-lactalbumin and milk-fat-globule-membrane protein, and skim milk containing no more than 2 wt% fat; oil contains at least 70 wt% oleic acid; and fiber contains at least 90 wt% resistant dextrin. _x000D_ 7. The composition of any of claims 1–6 [source excerpt ends here].","Protein type > Whey protein > Alpha-lactalbumin | Protein type > Whey protein > Osteopontin | Protein type > Other milk proteins > Milk-fat-globule membrane protein | Protein function > Glycemic control","Protein type > Whey protein > Alpha-lactalbumin | Protein type > Whey protein > Osteopontin | Protein type > Other milk proteins > Milk-fat-globule membrane protein","Protein function > Glycemic control","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T030","CN117016792A","Gel confection with iron-supplementing and antimicrobial effects and preparation method thereof","The invention prepares a gel confection by forming a lactoferrin–thymol complex, preparing a jelly liquid, and forming the jelly. The source reports iron supplementation, antimicrobial action, enhanced immunity, and antioxidant activity together with convenient consumption and flavor.","1. A gel confection comprising specified percentages of konjac gum, pectin, xanthan gum, carrageenan, agar, 0.04–0.1% lactoferrin, 0.005–0.01% thymol, ferrous carbonate, sucralose, citric acid, coloring, and water; wherein ethanol in the lactoferrin/thymol solution does not exceed 0.5%, lactoferrin is compounded at 30–45 °C to retain activity, and ferrous carbonate supplies iron ions [source excerpt ends here].","Protein type > Whey protein > Lactoferrin | Protein function > Immune modulation | Protein function > Antimicrobial or antiviral activity | Protein function > Antioxidant activity | Protein function > Treatment of anemia","Protein type > Whey protein > Lactoferrin","Protein function > Immune modulation | Protein function > Antimicrobial or antiviral activity | Protein function > Antioxidant activity | Protein function > Treatment of anemia","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T031","CN116584653A","Use of a composition to prevent or relieve infant colic","The invention uses a composition to prepare food or medicine for preventing, reducing, or relieving infant colic or symptoms described in the source as infant internal heat. The composition contains palmitic-acid glyceride, alpha-lactalbumin, beta-casein, and at least one specified Bifidobacterium strain; at least 15 wt% of the glyceride, calculated as palmitic acid, is sn-2 palmitate.","1. Use of a composition to prepare food for preventing, reducing, or relieving infant colic, comprising palmitic-acid glyceride, alpha-lactalbumin, beta-casein, and Bifidobacterium BB12 and HN019; at least 30 wt% of the glyceride is sn-2 palmitate; the three principal components are at a weight ratio of (1–10):(1–10):(1–10); live Bifidobacterium count is 10^7–10^13 CFU per gram alpha-lactalbumin; and the BB12:HN019 count ratio is specified [source excerpt ends here].","Protein type > Whey protein > Alpha-lactalbumin | Protein type > Casein > Beta-casein | Protein function > Supports gut health | Protein function > Sedative or analgesic effect","Protein type > Whey protein > Alpha-lactalbumin | Protein type > Casein > Beta-casein","Protein function > Supports gut health | Protein function > Sedative or analgesic effect","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T032","CN116530575A","Method for improving protein digestibility in food, protein composition, and food containing it","The invention improves protein digestibility by controlling alpha-lactalbumin to 10.5–51.0% and beta-casein to 10.0–40.0% of total food protein. It also provides a protein composition and food containing it. The source reports materially improved whey-protein digestibility.","1. A method for improving protein digestibility in food by setting alpha-lactalbumin at 10.5–51.0% and beta-casein at 10.0–40.0% of total protein. _x000D_ 11. A protein composition containing those proportions. _x000D_ 18. A food containing the composition of any of claims 11–16 and those protein proportions, preferably 15.0–51.0% alpha-lactalbumin [source excerpt ends here].","Protein type > Whey protein > Alpha-lactalbumin | Protein type > Casein > Beta-casein | Protein function > Promotes digestion","Protein type > Whey protein > Alpha-lactalbumin | Protein type > Casein > Beta-casein","Protein function > Promotes digestion","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T033","CN116490081A","Native whey-protein composition for improving gastrointestinal tolerance","The invention concerns a pasteurized native whey-protein composition containing a substantial quantity of native whey protein and beta-casein for treating and/or preventing gastrointestinal intolerance. The source reports that relatively high beta-casein with relatively low kappa- and alpha-casein provides a beneficial effect.","1. A pasteurized native whey-protein composition containing beta-casein and native whey protein for treating and/or preventing gastrointestinal intolerance. _x000D_ 17. A nutritional composition containing 3–7 g lipid, 1.25–5 g protein, and 6–18 g digestible carbohydrate per 100 kcal, wherein the protein fraction consists of whey protein and beta-casein and is substantially free of alpha- and kappa-casein, optionally contains added free amino acids, and has a specified whey-protein-to-beta-casein ratio [source excerpt ends here].","Protein type > Whey protein | Protein type > Casein > Beta-casein | Separation method > Membrane separation > Filtration, ultrafiltration, or reverse osmosis | Protein function > Supports gut health","Protein type > Whey protein | Protein type > Casein > Beta-casein","Protein function > Supports gut health","Separation method > Membrane separation > Filtration, ultrafiltration, or reverse osmosis","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T034","CN116391759A","Composition for reducing the risk of infection caused by Escherichia coli and use thereof","The composition contains one or more bovine-milk-derived active ingredients: lactoferrin, osteopontin, milk-fat-globule membrane, or 6′-sialyllactose. The source reports that lactoferrin directly kills E. coli; the other ingredients enhance that activity; and all four reduce E. coli adhesion to intestinal epithelium, providing synergistic killing and anti-adhesion effects.","1. A composition for reducing the risk of E. coli infection, comprising one or more bovine-milk-derived active ingredients selected from lactoferrin, osteopontin, milk-fat-globule membrane, and 6′-sialyllactose. _x000D_ 8. Use of the composition of any of claims 1–7 to prepare infant formula or a nutritional-composition product.","Protein type > Whey protein > Lactoferrin | Protein type > Whey protein > Osteopontin | Protein type > Other milk proteins > Milk-fat-globule membrane protein | Protein function > Antimicrobial or antiviral activity","Protein type > Whey protein > Lactoferrin | Protein type > Whey protein > Osteopontin | Protein type > Other milk proteins > Milk-fat-globule membrane protein","Protein function > Antimicrobial or antiviral activity","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T035","AU2021269327A1","A method for producing a lactoferrin powder and uses thereof","Disclosed is a process for producing lactoferrin powder by extracting lactoferrin from a native lactoferrin-containing substance and concentrating it to form a liquid concentrate in which lactoferrin has improved heat stability [source excerpt ends here].","1. A process for producing lactoferrin powder, comprising extracting lactoferrin from a native lactoferrin-containing substance, concentrating it to produce a liquid concentrate having improved lactoferrin heat stability, and heating the concentrate [source excerpt ends here].","Protein type > Whey protein > Lactoferrin | Separation method > Membrane separation > Filtration, ultrafiltration, or reverse osmosis | Separation method > Chromatography > Ion exchange | Protein function > Antimicrobial or antiviral activity","Protein type > Whey protein > Lactoferrin","Protein function > Antimicrobial or antiviral activity","Separation method > Membrane separation > Filtration, ultrafiltration, or reverse osmosis | Separation method > Chromatography > Ion exchange","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T036","JP7265322B2","Agent for suppressing exercise-induced inhibition of iron absorption and method for producing it","The invention provides an agent intended to suppress impaired iron utilization in vivo without a reported adverse-effect risk. It contains a milk-derived protein hydrolysate, preferably contains no iron, is taken before exercise, and is dosed at 0.01–5 g/kg body weight per day. Production includes hydrolyzing milk-derived protein with a protease such as a microbial protease.","Claim 1. An agent for suppressing exercise-induced inhibition of iron absorption, containing a whey-protein-isolate hydrolysate as an active ingredient, wherein the peptide has a number-average molecular weight of 400–800, a weight-average molecular weight of 500–1,200, and a weight-average-to-number-average molecular-weight ratio of 1.0–1.4.","Protein type > Other milk proteins > Milk-derived peptide | Protein function > Supports gut health | Protein function > Treatment of anemia","Protein type > Other milk proteins > Milk-derived peptide","Protein function > Supports gut health | Protein function > Treatment of anemia","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T037","CN115992195A","Preparation and use of buffalo-casein hydrolysate peptides for promoting bone development","The method dissolves buffalo casein, performs simulated gastric digestion at pH 3.0 and 37 °C with calcium chloride, pepsin, and gastric lipase, then simulated intestinal digestion at pH 7.0 and 37 °C with bile salts, calcium chloride, and pancreatin. Membrane separation collects permeate below 1 kDa, which is concentrated and dried. The source reports high hydrolysis efficiency and 1.5–3.5% target functional peptides.","1. A method comprising: S1, dissolving buffalo casein in water at 42–48 °C; S2, adjusting to pH 3.0, adding an equal volume of simulated gastric fluid plus calcium chloride, pepsin, and gastric lipase, and incubating at 37 °C for 0.1–2 h; S3, adjusting to pH 7.0, adding simulated intestinal fluid, bile salts, calcium chloride, and pancreatin, and incubating at 37 °C for 0.1–2 h; and S4 [source excerpt ends here].","Protein type > Other milk proteins > Milk-derived peptide | Separation method > Targeted enzymatic hydrolysis | Protein function > Bone health","Protein type > Other milk proteins > Milk-derived peptide","Protein function > Bone health","Separation method > Targeted enzymatic hydrolysis","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T038","CN111227046B","Use of a dairy product to improve intestinal SIgA levels in infants and young children","The invention uses a dairy product to prepare food or medicine for improving intestinal SIgA or preventing or treating immune or gastrointestinal disease caused by abnormal SIgA. The product contains protein sources including animal milk, milk powder, whey-protein powder, and beta-casein, with alpha-lactalbumin and beta-casein; a fat source containing palmitic-acid glyceride with at least 15 wt% sn-2 palmitate; and at least one specified Bifidobacterium.","1. Use of a dairy product to prepare medicine for preventing or treating immune or gastrointestinal disease caused by abnormally elevated intestinal SIgA in infants, including allergy, celiac disease, inflammatory bowel disease, or gastrointestinal mucosal injury; wherein the product contains alpha-lactalbumin and beta-casein, palmitic-acid glyceride with at least 30 wt% sn-2 palmitate, and a specified Bifidobacterium [source excerpt ends here].","Protein type > Whey protein > Alpha-lactalbumin | Protein type > Casein > Beta-casein | Protein function > Immune modulation | Protein function > Supports gut health","Protein type > Whey protein > Alpha-lactalbumin | Protein type > Casein > Beta-casein","Protein function > Immune modulation | Protein function > Supports gut health","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T039","CN115594748A","Alpha-lactalbumin peptides and preparation method and use thereof","The method subjects an alpha-lactalbumin emulsion to ultra-high pressure and then hydrolyzes it with pepsin and trypsin. The source reports that pressure treatment alters antioxidant properties and structure and that subsequent hydrolysis materially increases antioxidant-peptide content and antioxidant activity.","1. A method for preparing alpha-lactalbumin peptides by ultra-high-pressure treatment of an alpha-lactalbumin emulsion followed by enzymatic hydrolysis with pepsin and trypsin. _x000D_ 9. Alpha-lactalbumin peptides produced by any of claims 1–8. _x000D_ 10. Use of the peptides in a pharmaceutical, food, or food additive, preferably having antioxidant function.","Protein type > Other milk proteins > Milk-derived peptide | Protein function > Antioxidant activity | Protein function > Promotes digestion","Protein type > Other milk proteins > Milk-derived peptide","Protein function > Antioxidant activity | Protein function > Promotes digestion","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T040","JP7198749B2","Nutritional composition","The invention provides an acidic, high-calorie nutritional composition with favorable flavor and stable physical properties. Its protein source contains whey protein and whey peptides totaling at least 80 wt% of the protein source; its protein-energy ratio is at least 16% but below 50%; and its caloric density is at least 100 kcal/100 mL.","Claim 1. A fluid nutritional composition containing whey protein and whey peptides totaling at least 80 wt% of the protein source at a whey-protein-to-whey-peptide ratio of 5:1 to 1:10, having a protein-energy ratio of at least 16% but below 50%, a caloric density of at least 100 kcal/100 mL, 1–100 mg EPA/100 kcal, and 1–100 mg DHA/100 kcal [source excerpt ends here].","Protein type > Other milk proteins > Milk-derived peptide | Protein function > Bone health | Protein function > Muscle development","Protein type > Other milk proteins > Milk-derived peptide","Protein function > Bone health | Protein function > Muscle development","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T041","CN115517368A","Whey-protein powder for post-exercise recovery and preparation method thereof","The powder consists of casein glycomacropeptide and whey-protein powder at a mass ratio of 1:(3–6). The source reports very low lactose and fat, abundant essential amino acids, improved muscle insulin sensitivity and glutamine, support for muscle-protein synthesis and repair, post-exercise recovery, and reduced muscle and bone loss; it also describes nutritional uses for people with diabetes, cancer, or lactose intolerance.","1. A whey-protein powder for post-exercise recovery consisting of casein glycomacropeptide (CGMP) and whey-protein powder (SP-9225).","Protein type > Whey protein > WPC80 | Protein type > Casein > Casein glycomacropeptide | Separation method > Membrane separation > Filtration, ultrafiltration, or reverse osmosis | Protein function > Glycemic control | Protein function > Bone health","Protein type > Whey protein > WPC80 | Protein type > Casein > Casein glycomacropeptide","Protein function > Glycemic control | Protein function > Bone health","Separation method > Membrane separation > Filtration, ultrafiltration, or reverse osmosis","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T043","CN115316660A","Nutritional composition, food containing it, and use thereof","The composition contains 2′-fucosyllactose, docosahexaenoic acid, and osteopontin. Optional components include selected carbohydrates, peptides or amino acids, vitamins, and minerals. The source reports improved brain development and cognition in infants and young children, particularly neuronal maturation, synaptogenesis, and/or myelination.","1. A nutritional composition comprising 2′-fucosyllactose, docosahexaenoic acid, and osteopontin.","Protein type > Whey protein > Osteopontin | Protein type > Other milk proteins > Milk-derived peptide | Protein function > Supports brain development","Protein type > Whey protein > Osteopontin | Protein type > Other milk proteins > Milk-derived peptide","Protein function > Supports brain development","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T045","US20220248738A1","NUTRITIVE COMPOSITIONS WITH SECRETED IgA, MILK FAT GLOBULE MEMBRANE COMPONENTS AND/OR BIFIDOBACTERIUM","This disclosure describes compositions of one or more components including milk fat globule membranes (MFGM) complexes, milk fat globules (MFG), commensal organisms, SlgA, recombinant SlgA (rSlgA), triglycerides or oils, and mammalian milk oligosaccharides (MMO) and the use of such compositions. The reconstituted MFGM ","1. A composition comprising a milk fat globule membrane complex (MFGM), further comprising at least one Bifidobacterium species or subspecies, secretory immunoglobulin A (sIgA), or both._x000D_ 45. A method of preparing MFGM lipids for delivery to the mucous layer of gut epithelium of a mammal, said method comprising t","Protein type > Other milk proteins > Milk-fat-globule membrane protein | Protein function > Immune modulation | Protein function > Supports gut health | Protein function > Anti-inflammatory activity | Protein function > Antimicrobial or antiviral activity","Protein type > Other milk proteins > Milk-fat-globule membrane protein","Protein function > Immune modulation | Protein function > Supports gut health | Protein function > Anti-inflammatory activity | Protein function > Antimicrobial or antiviral activity","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T046","CN114794491A","Composition for improving brain function and preparation method thereof","The composition contains, by weight, 20–98 parts MFGM-rich whey-protein concentrate, 0.6–60 parts inulin, 0.4–13.8 parts immunoglobulin, 0.5–5 parts lactoferrin, 0.3–4 parts lactose, and 0.2–1.7 parts CGMP whey protein. The source reports increased brain dopamine, prevention of vascular degeneration, improved neuroplasticity and memory, and relief of early age-related mild cognitive impairment.","1. A composition for improving brain function containing the listed components in the stated parts by weight. _x000D_ 8. A preparation method comprising mixing the MFGM whey-protein concentrate, inulin, immunoglobulin, lactoferrin, lactose, and CGMP whey protein.","Protein type > Whey protein > Immunoglobulin | Protein type > Casein > Casein glycomacropeptide | Protein type > Other milk proteins > Milk-fat-globule membrane protein | Protein function > Supports brain development","Protein type > Whey protein > Immunoglobulin | Protein type > Casein > Casein glycomacropeptide | Protein type > Other milk proteins > Milk-fat-globule membrane protein","Protein function > Supports brain development","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T047","CN114502582A","Composition containing secretory IgA and probiotics","The invention concerns a method for producing a composition in which secretory IgA is associated with one or more probiotics, the resulting composition, and uses such as reducing or preventing non-viral infection and/or inflammation.","1. A method comprising: (a) providing an SIgA source as milk or a milk fraction; (b) optionally microfiltering; (c) pasteurizing at 61–200 °C; (d) optionally spray-drying below 70 °C liquid-concentrate temperature; (e) mixing with probiotics at 1–45 °C for 10–1,440 min; and (f) optionally spray-drying below 70 °C. _x000D_ 12. A composition obtainable by the method. _x000D_ 13. A product containing [source excerpt ends here].","Protein type > Whey protein > Immunoglobulin | Separation method > Membrane separation > Microfiltration | Protein function > Immune modulation","Protein type > Whey protein > Immunoglobulin","Protein function > Immune modulation","Separation method > Membrane separation > Microfiltration","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T048","CN114304369A","Whey-protein composition and preparation method and use thereof","The composition contains whey protein and beta-casein at a beta-casein:whey-protein mass ratio of at least 4.5:95.5. The source describes a beta-casein-rich whey-protein concentrate, optionally micronized and combined with natural polysaccharides, with slower digestion, support for muscle synthesis, and nutritional delivery.","1. A whey-protein composition containing whey protein and beta-casein at a mass ratio of at least 4.5:95.5. _x000D_ 7. A method comprising cold-treating skim raw milk at 0–10 °C, filtering it with a membrane of at least 20 nm, and ultrafiltering the permeate to remove lactose and concentrate the composition. _x000D_ 13–14. Use in nutritional supplements, muscle-synthesis promoters, dairy products, or slow-digesting/slow-amino-acid-release whey products [source excerpt ends here].","Protein type > Whey protein | Protein type > Casein > Beta-casein | Separation method > Membrane separation > Filtration, ultrafiltration, or reverse osmosis | Protein function > Muscle development","Protein type > Whey protein | Protein type > Casein > Beta-casein","Protein function > Muscle development","Separation method > Membrane separation > Filtration, ultrafiltration, or reverse osmosis","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T049","CN114176137A","High-whey-protein infant formula powder and preparation method thereof","The infant formula contains whey protein at over 90% of total protein, casein derived entirely from cream, milk-fat-globule-membrane protein, selected fats, fructooligosaccharides, vitamins, minerals, lutein, nucleotides, choline, inositol, L-carnitine, and probiotics. It is produced by controlled dry blending and is reported to support gut health, nutrient absorption, and immunity.","1. A high-whey-protein infant formula powder with specified ingredients. _x000D_ 9. A preparation method comprising screened and magnetically checked demineralized whey feed; UV treatment of other materials; proportioning fructooligosaccharides, whey-protein concentrate, milk-fat-globule-membrane protein, arachidonic-acid and DHA powders, nutrient fortifiers, vitamins, and minerals; and premixing lutein, nucleotides, and Bifidobacterium strains with whey powder [source excerpt ends here].","Protein type > Casein | Protein type > Other milk proteins > Milk-fat-globule membrane protein | Protein function > Immune modulation | Protein function > Supports gut health","Protein type > Casein | Protein type > Other milk proteins > Milk-fat-globule membrane protein","Protein function > Immune modulation | Protein function > Supports gut health","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T050","CN114145458A","Use of palmitic-acid glyceride to prepare a composition that improves or promotes magnesium absorption","The invention uses palmitic-acid glyceride having at least 35%, preferably 40% and more preferably 46%, sn-2 palmitate to improve magnesium absorption. It also combines the glyceride with alpha-lactalbumin and/or beta-casein for infant magnesium absorption and describes applicability across age groups.","1. Use of palmitic-acid glyceride having at least 35%, preferably 40% and more preferably 46%, sn-2 palmitate to prepare a composition improving magnesium absorption. _x000D_ 6. Use in combination with alpha-lactalbumin at at least 7% of total protein and/or beta-casein at at least 13.5% to improve infant magnesium absorption.","Protein type > Whey protein > Alpha-lactalbumin | Protein type > Casein > Beta-casein | Protein function > Bone health | Protein function > Supports gut health","Protein type > Whey protein > Alpha-lactalbumin | Protein type > Casein > Beta-casein","Protein function > Bone health | Protein function > Supports gut health","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T051","CN113747802A","Liquid composition containing micellar casein concentrate","The invention concerns a liquid composition containing micellar casein concentrate (MCC), particularly non-bovine MCC, together with food containing it and methods for producing it.","1. A liquid composition of goat-derived MCC containing 60–90 wt%, preferably 75–90 wt%, protein on a dry basis, having dynamic viscosity no greater than 100 mPa·s, a casein:whey ratio of at least 85:15, and pH 6.5–7.2. _x000D_ 4. A powdered food containing goat MCC with 30–90 wt% protein, the same minimum casein:whey ratio and pH range, and at least 8 wt% protein in the food [source excerpt ends here].","Protein type > Casein > Soft casein micelle | Separation method > Membrane separation > Filtration, ultrafiltration, or reverse osmosis | Separation method > Membrane separation > Microfiltration | Protein function > Promotes digestion","Protein type > Casein > Soft casein micelle","Protein function > Promotes digestion","Separation method > Membrane separation > Filtration, ultrafiltration, or reverse osmosis | Separation method > Membrane separation > Microfiltration","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T052","CN112890200B","Nutritional composition for catch-up growth in low-weight infants and young children","The composition contains a high concentration of osteopontin, at least one sialylated oligosaccharide, and at least one N-acetylated oligosaccharide for catch-up and healthy growth in infants and young children.","1. A composition containing osteopontin and human-milk oligosaccharides including 3′- and 6′-sialyllactose, lactodifucotetraose, 2′-fucosyllactose, and lacto-N-neotetraose, with sialylated oligosaccharides at 10–25 wt% and specified component proportions [source excerpt ends here].","Protein type > Whey protein > Osteopontin | Protein function > Glycemic control | Protein function > Weight management | Protein function > Immune modulation","Protein type > Whey protein > Osteopontin","Protein function > Glycemic control | Protein function > Weight management | Protein function > Immune modulation","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T053","CN113508843A","High-oil hydrolyzed whey powder and preparation method thereof","The powder contains specified parts of demineralized whey, milk-fat-globule-membrane-rich whey protein, alpha-lactalbumin, lactose, structured triglyceride, soybean, sunflower and rapeseed oils, phospholipids, cabbage powder, and ascorbyl palmitate. The source addresses poor shelf-life stability.","1. A high-oil hydrolyzed whey powder containing the ingredients in the specified parts by weight. _x000D_ 3. A method comprising weighing the formulation and mixing the structured triglyceride, oils, phospholipids, and ascorbyl palmitate into a composite oil phase [source excerpt ends here].","Protein type > Whey protein > WPC80 | Protein type > Other milk proteins > Milk-fat-globule membrane protein | Separation method > Targeted enzymatic hydrolysis | Protein function > Supports gut health","Protein type > Whey protein > WPC80 | Protein type > Other milk proteins > Milk-fat-globule membrane protein","Protein function > Supports gut health","Separation method > Targeted enzymatic hydrolysis","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T054","JP6941445B2","Agent for improving balance","The invention provides an agent for improving balance that contains milk-fat-globule membrane as its active ingredient.","Claim 1. An agent for improving balance containing milk-fat-globule membrane as an active ingredient. _x000D_ Claim 2. A food for improving balance containing milk-fat-globule membrane as an active ingredient.","Protein type > Other milk proteins > Milk-fat-globule membrane protein | Protein function > Treatment of sensory disorders","Protein type > Other milk proteins > Milk-fat-globule membrane protein","Protein function > Treatment of sensory disorders","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T055","AU2021102883A4","Design and evaluation of camel milk as a functional food for anti diabetic property","DESIGN AND EVALUATION OF CAMEL MILK AS A FUNCTIONAL FOOD FOR ANTI DIABETIC PROPERTY Abstract: Camels have the tendency to yield more food and over longer amounts of time than most certain species in extreme conditions and low feed demands, indicating their success as dairy products. Breed, size, equality, season, diet,","1. From claim 1, the proteins are key elements of camel milk and serve a variety of _x000D_ purposes. Exception of glycine, threonine, valine, and lysine camel milk has a wide _x000D_ volume and variety of amino acids. _x000D_ Industrial camel milk casein has an amino acid _x000D_ structure and an increased protein con","Protein type > Whey protein > Alpha-lactalbumin | Protein type > Whey protein > Immunoglobulin | Protein type > Whey protein > Lactoferrin | Protein type > Casein | Protein function > Glycemic control","Protein type > Whey protein > Alpha-lactalbumin | Protein type > Whey protein > Immunoglobulin | Protein type > Whey protein > Lactoferrin | Protein type > Casein","Protein function > Glycemic control","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T056","CN112544715A","Raw-material composition for calcium-fortified milk, calcium-fortified milk, and preparation method thereof","The raw materials contain 0.1465–0.3808% milk mineral salts, 0.0095–0.01% colostrum basic protein, 0.001–0.0012% vitamin D, 0.025–0.027% gellan gum, 0.15–0.2% compound emulsifier, and ultrafiltration retentate from raw milk. The source reports higher calcium and protein, rich flavor, six-month ambient shelf life, and stability without severe flocculation or separation.","1. A calcium-fortified milk raw-material composition having the stated percentages, with the balance being raw-milk ultrafiltration retentate. _x000D_ 7. A method comprising mixing retentate, gellan gum, and emulsifier; adding milk mineral salts, colostrum basic protein, and vitamin D; then mixing, homogenizing, and cooling [source excerpt ends here].","Protein type > Whey protein > Milk basic protein | Separation method > Membrane separation > Filtration, ultrafiltration, or reverse osmosis | Protein function > Bone health","Protein type > Whey protein > Milk basic protein","Protein function > Bone health","Separation method > Membrane separation > Filtration, ultrafiltration, or reverse osmosis","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T057","US10376543B2","Fermented milk product and method for producing the same","The invention relates to provide a fermented milk product includes angiogenin and/or angiogenin hydrolysate in an amount of 0.9 mg/100 g to 150 mg/100 g, and lactoperoxidase and/or lactoperoxidase hydrolysate in the mass ratio to the angiogenin and/or angiogenin hydrolysate of 0.3 to 23.","1. A fermented milk product comprising angiogenin and/or angiogenin hydrolysate in an amount of 0.9 mg/100 g to 150 mg/100 g and lactoperoxidase and/or lactoperoxidase hydrolysate in the mass ratio to the angiogenin and/or angiogenin hydrolysate of 0.3:1 to 23:1, wherein the fermented milk product is obtained by fermen","Protein type > Whey protein > Lactoperoxidase | Protein type > Whey protein > Growth factor | Separation method > Chromatography > Ion exchange | Protein function > Bone health","Protein type > Whey protein > Lactoperoxidase | Protein type > Whey protein > Growth factor","Protein function > Bone health","Separation method > Chromatography > Ion exchange","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T058","US20190134096A1","Hyperimmune colostrum in the modulation and treatment of conditions associated with the mammalian microbiome","Provided are methods and compositions which are applicable for modulating, preventing or treating non-clinical and clinical conditions that are associated with composition of mammalian microbiome. The methods and compositions are based on preparations of hyperimmune colostrum enriched with antibodies for lipopolysaccha","62. A method for modulating a condition associated with composition of mammalian gut microbiome, said method comprising the step of administering to a mammalian subject an effective amount of hyperimmune colostrum preparation/s or of a composition comprising the same._x000D_ 74. A method for treating, preventing, allev","Protein type > Whey protein > Immunoglobulin | Protein function > Treatment of urinary-system disease","Protein type > Whey protein > Immunoglobulin","Protein function > Treatment of urinary-system disease","","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
"T059","CN108410936A","Buffalo-milk antioxidant peptides and separation and preparation method thereof","Buffalo milk is defatted, adjusted for protein content, pasteurized, temperature- and pH-conditioned, hydrolyzed with a flavor protease, enzyme-inactivated, and cooled. Gel-column separation with detection at 220, 280, and 254 nm yields fractions that are freeze-dried and screened for reducing power and DPPH, hydroxyl-radical, and superoxide-anion scavenging. High-performing fractions are collected as antioxidant peptides.","1. A method comprising the stated milk pretreatment and enzymatic hydrolysis; gel-filtration elution and fraction collection at 220 nm; freeze-drying; and selecting fractions with high combined reducing and radical-scavenging capacity. _x000D_ 7. A buffalo-milk antioxidant peptide [source excerpt ends here].","Protein type > Other milk proteins > Milk-derived peptide | Separation method > Non-membrane physical separation | Separation method > Targeted enzymatic hydrolysis | Separation method > Chromatography | Protein function > Antioxidant activity | Protein function > Promotes digestion","Protein type > Other milk proteins > Milk-derived peptide","Protein function > Antioxidant activity | Protein function > Promotes digestion","Separation method > Non-membrane physical separation | Separation method > Targeted enzymatic hydrolysis | Separation method > Chromatography","milk_protein_labeling_testset/test_gold.csv","legacy_path_reference_only_do_not_override_v2_rules"
