test_id,public_no,title,abstract_excerpt,claims_excerpt,gold_labels,gold_protein_type,gold_protein_function,gold_separation_technology,source_dataset,example_authority
T031,CN116584653A,组合物在预防或缓解婴幼儿肠绞痛中的应用,本发明属于食品或医药领域，具体公开了组合物在制备预防、减少或缓解婴幼儿肠绞痛的食品、预防或治疗婴幼儿肠绞痛的药物或者改善婴幼儿上火症状和/或婴幼儿上火行为表现的食品或药物中的用途；其中，所述组合物包含棕榈酸甘油酯、a‑乳清蛋白、β‑酪蛋白以及选自乳双歧杆菌、动物双歧杆菌、长双岐杆菌、短双歧杆菌、青春双歧杆菌、两歧双歧杆菌和婴儿双歧杆菌中至少一种双歧杆菌；其中，按照棕榈酸计算，棕榈酸甘油酯中含有15％以上重量的Sn‑2棕榈酸甘油酯。,1.组合物在制备预防、减少或缓解婴幼儿肠绞痛的食品或者改善婴幼儿上火症状和/或婴幼儿上火行为表现的食品中的用途；其中，_x000D_ 所述组合物包含棕榈酸甘油酯、a-乳清蛋白、β-酪蛋白以及双歧杆菌BB12和双歧杆菌HN019；其中，_x000D_ 按照棕榈酸计算，棕榈酸甘油酯中含有30％以上重量的Sn-2棕榈酸甘油酯；_x000D_ 其中，组合物中，a-乳清蛋白、β-酪蛋白以及Sn-2棕榈酸甘油酯之间的重量比为(1-10):(1-10):(1-10)；_x000D_ 其中，组合物中，双歧杆菌的活菌数按照每克a-乳清蛋白计为107～1013CFU；_x000D_ 其中，组合物中，双歧杆菌BB12与双歧杆菌HN019的活菌数比例为(1,蛋白类型 > 乳清蛋白 > α-乳白蛋白 | 蛋白类型 > 酪蛋白 > β-酪蛋白 | 蛋白功能 > 促进肠道健康 | 蛋白功能 > 镇静止痛,蛋白类型 > 乳清蛋白 > α-乳白蛋白 | 蛋白类型 > 酪蛋白 > β-酪蛋白,蛋白功能 > 促进肠道健康 | 蛋白功能 > 镇静止痛,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T032,CN116530575A,提高食品中的蛋白质消化性能的方法及蛋白组合物与含其的食品,本发明提供了提高食品中的蛋白质消化性能的方法及蛋白组合物与含其的食品。该方法是将食品中的α‑乳清蛋白的含量控制为10.5％‑51.0％，β‑酪蛋白的含量控制为10.0％‑40.0％，以上含量均以所述食品中的总蛋白含量为100％计。本发明还提供了一种蛋白组合物以及含有该蛋白组合物的食品。采用本发明的技术方案能够显著提高食品中的乳清蛋白的消化性能。,1.一种提高食品中的蛋白质消化性能的方法，其是将食品中的α-乳清蛋白的含量控制为10.5％-51.0％，β-酪蛋白的含量控制为10.0％-40.0％，以上含量均以所述食品中的总蛋白含量为100％计。_x000D_ 11.一种蛋白组合物，其中，以该蛋白组合物的总蛋白含量为100％计，该蛋白组合物含有10.5％-51.0％的α-乳清蛋白和10.0％-40.0％的β-酪蛋白。_x000D_ 18.一种食品，其含有权利要求11-16任一项所述的蛋白组合物，并且，以该食品的总蛋白含量为100％计，该食品含有10.5％-51.0％的α-乳清蛋白和10.0％-40.0％的β-酪蛋白；_x000D_ 优选地，该食品含有15.0％-51.0％的α-乳,蛋白类型 > 乳清蛋白 > α-乳白蛋白 | 蛋白类型 > 酪蛋白 > β-酪蛋白 | 蛋白功能 > 促进消化,蛋白类型 > 乳清蛋白 > α-乳白蛋白 | 蛋白类型 > 酪蛋白 > β-酪蛋白,蛋白功能 > 促进消化,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T033,CN116490081A,用于改善胃肠耐受性的天然乳清蛋白组合物,本发明涉及一种用于在胃肠耐受不良的治疗和/或预防中使用的天然乳清蛋白组合物，其具有大量的天然乳清蛋白并且具有β‑酪蛋白。本发明人发现，β‑酪蛋白相对较高而κ‑酪蛋白和α‑酪蛋白相对较低的天然乳清蛋白组合物对胃肠耐受不良提供有益作用。,1.一种用于在胃肠耐受不良的治疗和/或预防中使用的天然乳清蛋白组合物，所述天然乳清蛋白组合物包含β-酪蛋白和天然乳清蛋白，其中所述天然乳清蛋白组合物已经过巴氏杀菌。_x000D_ 17.一种营养组合物，所述营养组合物包含3至7g脂质/100kcal、1.25至5g蛋白质/100kcal和6至18g可消化碳水化合物/100kcal，_x000D_ 其中所述蛋白质级分由乳清蛋白和β-酪蛋白组成，并且基本上不含α-酪蛋白和κ-酪蛋白，优选地包含基于所述蛋白质级分的总蛋白质重量小于6重量％、优选地小于4重量％、更优选地小于2重量％的α-酪蛋白和κ-酪蛋白之和，并且其中所述配方任选地包含添加的游离氨基酸，_x000D_ 其中乳清蛋白与β-酪蛋,蛋白类型 > 乳清蛋白 | 蛋白类型 > 酪蛋白 > β-酪蛋白 | 分离技术手段 > 膜分离 > 过滤，超滤或反渗透 | 蛋白功能 > 促进肠道健康,蛋白类型 > 乳清蛋白 | 蛋白类型 > 酪蛋白 > β-酪蛋白,蛋白功能 > 促进肠道健康,分离技术手段 > 膜分离 > 过滤，超滤或反渗透,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T034,CN116391759A,一种降低大肠杆菌引起的感染风险的组合物及其用途,"本发明属于功能性食品技术领域，具体涉及一种降低大肠杆菌引起的感染风险的组合物及其用途。所述组合物包含以下一种或多种牛乳来源活性成分：乳铁蛋白(Lactoferrin,LF)、骨桥蛋白(Osteopontin,OPN)、乳脂球膜(Milk Fat Globule Membrane,MFGM)或6’‑唾液酸基乳糖(6’‑Sialyllactose,6’‑SL)。在所述组合物中，LF对大肠杆菌具有直接杀灭作用，OPN、MFGM或6’‑SL增强LF对大肠杆菌的杀灭作用，LF、OPN、MFGM、6’‑SL均降低大肠杆菌在肠上皮上的黏附作用。本发明组合物中的各种成分具有协同杀灭大肠杆菌以及降低大肠杆菌在肠黏膜上皮黏附的作用，且本发明组合物中的这","1.一种降低大肠杆菌引起的感染风险的组合物，其特征在于：所述组合物包含以下一种或多种牛乳来源活性成分：乳铁蛋白(Lactoferrin,LF)、骨桥蛋白(Osteopontin,OPN)、乳脂球膜(Milk Fat Globule Membrane,MFGM)或6’-唾液酸基乳糖(6’-Sialyllactose,6’-SL)。_x000D_ 8.权利要求1至7中任一项所述的组合物在制备配方奶粉或营养组合物产品中的用途。",蛋白类型 > 乳清蛋白 > 乳铁蛋白 | 蛋白类型 > 乳清蛋白 > 骨桥蛋白 | 蛋白类型 > 其他乳蛋白 > 脂肪球膜蛋白 | 蛋白功能 > 抗菌抗病毒,蛋白类型 > 乳清蛋白 > 乳铁蛋白 | 蛋白类型 > 乳清蛋白 > 骨桥蛋白 | 蛋白类型 > 其他乳蛋白 > 脂肪球膜蛋白,蛋白功能 > 抗菌抗病毒,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T035,AU2021269327A1,A method for producing a lactoferrin powder and uses thereof,Disclosed herein is a process for producing a lactoferrin powder. The process comprises extracting lactoferrin from a native lactoferrin-containing substance and concentrating the extracted lactoferrin to produce a liquid concentrate in which the lactoferrin has an improved heat stability. The liquid concentrate is the,"1. A process for producing a lactoferrin powder, the process comprising: _x000D_ extracting lactoferrin from a native lactoferrin-containing substance and concentrating _x000D_ the extracted lactoferrin to produce a liquid concentrate in which the lactoferrin has an _x000D_ improved heat stability; _x000D_ heating the ",蛋白类型 > 乳清蛋白 > 乳铁蛋白 | 分离技术手段 > 膜分离 > 过滤，超滤或反渗透 | 分离技术手段 > 色谱 > 离子交换 | 蛋白功能 > 抗菌抗病毒,蛋白类型 > 乳清蛋白 > 乳铁蛋白,蛋白功能 > 抗菌抗病毒,分离技术手段 > 膜分离 > 过滤，超滤或反渗透 | 分离技术手段 > 色谱 > 离子交换,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T036,JP7265322B2,運動による鉄吸収阻害の抑制剤及びその製造方法,【課題】生体内での鉄の利用の阻害を抑制することができ、かつ、摂取しても副作用のリスクがない剤を提供する。_x000D_ 【解決手段】乳由来タンパク質の加水分解物を有効成分として含む、運動による鉄吸収阻害の抑制剤。該剤は、好ましくは、鉄を含まずかつ運動前に摂取するための剤である。該剤は、好ましくは、摂取者が体重1kg当たり0.01〜5g/日の量で摂取するためのものである。該剤の製造方法は、乳由来タンパク質を、タンパク質分解酵素(例えば、微生物プロテアーゼ)を用いて加水分解して、乳由来タンパク質の加水分解物を得る加水分解工程を含む。_x000D_ 【選択図】なし,【請求項1】_x000D_  乳由来タンパク質の加水分解物を有効成分として含む運動による鉄吸収阻害の抑制剤であって、 _x000D_  前記乳由来タンパク質の加水分解物は、ホエイタンパク質単離物の加水分解物であって、数平均分子量が４００～８００で、重量平均分子量が５００～１，２００で、重量平均分子量と数平均分子量の比が１．０～１．４のペプチドである、運動による鉄吸収阻害の抑制剤。,蛋白类型 > 其他乳蛋白 > 乳肽 | 蛋白功能 > 促进肠道健康 | 蛋白功能 > 治疗贫血,蛋白类型 > 其他乳蛋白 > 乳肽,蛋白功能 > 促进肠道健康 | 蛋白功能 > 治疗贫血,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T037,CN115992195A,促进骨骼发育的水牛酪蛋白水解肽制备方法与应用,本发明属于乳制品加工技术领域，具体涉及促进骨骼发育的水牛酪蛋白水解肽制备方法与应用。该制备方法包括：将水牛酪蛋白溶解于水中获得酪蛋白水溶液；调节酪蛋白水溶液pH值至3.0，加入模拟胃液，并加入CaCl2、胃蛋白酶和胃脂酶；置于37℃下保温0.1～2h，获得水牛酪蛋白酶解液1；调节水牛酪蛋白酶解液1pH值至7.0，加入模拟肠液，并加入胆盐、CaCl2和胰酶；置于37℃下保温0.1～2h，获得水牛酪蛋白酶解液2；采用膜分离技术对水牛酪蛋白酶解液2进行分离，获取分子量小于1kDa的渗透物；并将渗透物进行浓缩、干燥获得水牛酪蛋白水解肽。该方法酶解效率高，目标功能肽的含量达到1.5％～3.5％。,1.一种促进骨骼发育的水牛酪蛋白水解肽制备方法，其特征在于，所述制备方法具体包括以下步骤：_x000D_ S1:将水牛酪蛋白溶解于42～48℃的水中获得酪蛋白水溶液；_x000D_ S2:用浓盐酸调节所述酪蛋白水溶液的pH值至3.0，加入等体积的模拟胃液，并依次加入CaCl2溶液，胃蛋白酶和胃脂酶获得混合液1；将所述混合液1置于37℃条件下保温0.1～2h，获得水牛酪蛋白酶解液1；_x000D_ S3:用3mol/LNaOH溶液调节所述水牛酪蛋白酶解液1的pH值至7.0，加入等体积的模拟肠液，并依次加入胆盐、CaCl2溶液和胰酶获得混合液2；将所述混合液2置于37℃条件下保温0.1～2h，获得水牛酪蛋白酶解液2；_x000D_ S4,蛋白类型 > 其他乳蛋白 > 乳肽 | 分离技术手段 > 定向酶解 | 蛋白功能 > 健骨,蛋白类型 > 其他乳蛋白 > 乳肽,蛋白功能 > 健骨,分离技术手段 > 定向酶解,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T038,CN111227046B,乳制品在改善婴幼儿肠道SIgA水平中的应用,本发明属于食品或医药领域，公开了乳制品在制备改善婴幼儿肠道SIgA水平的食品或药物、或者在制备预防或治疗由婴幼儿肠道SIgA水平异常所引起的免疫性疾病或胃肠道疾病的食品或药物中的用途；其中，乳制品包含：提供蛋白质的原料、提供脂肪的原料和双歧杆菌；其中，提供蛋白质的原料选自动物乳、乳粉、乳清蛋白粉和β‑酪蛋白，并且，提供蛋白质的原料中至少含有a‑乳清蛋白和β‑酪蛋白；提供脂肪的原料中至少含有棕榈酸甘油酯，并且，按照棕榈酸计算，棕榈酸甘油酯中含有15％以上重量的Sn‑2棕榈酸甘油酯；双歧杆菌选自乳双歧杆菌、动物双歧杆菌、长双岐杆菌、短双歧杆菌、青春双歧杆菌、两歧双歧杆菌和婴儿双歧杆菌中至少一种。,1.乳制品在制备预防或治疗由婴幼儿肠道SIgA水平异常升高所引起的免疫性疾病或胃肠道疾病的药物中的用途；其中，由婴幼儿肠道SIgA水平异常升高所引起的免疫性疾病选自过敏和乳糜泻，由婴幼儿肠道SIgA水平异常升高所引起的胃肠道疾病选自炎性肠病和消化道黏膜损伤；_x000D_ 其中，所述乳制品包含：提供蛋白质的原料、提供脂肪的原料和双歧杆菌；其中，_x000D_ 提供蛋白质的原料选自动物乳、乳粉、乳清蛋白粉和β-酪蛋白，并且，提供蛋白质的原料中至少含有α-乳清蛋白和β-酪蛋白；_x000D_ 提供脂肪的原料中至少含有棕榈酸甘油酯，并且，按照棕榈酸计算，棕榈酸甘油酯中含有30％以上重量的Sn-2棕榈酸甘油酯；_x000D_ 双歧杆菌为双歧,蛋白类型 > 乳清蛋白 > α-乳白蛋白 | 蛋白类型 > 酪蛋白 > β-酪蛋白 | 蛋白功能 > 免疫调节 | 蛋白功能 > 促进肠道健康,蛋白类型 > 乳清蛋白 > α-乳白蛋白 | 蛋白类型 > 酪蛋白 > β-酪蛋白,蛋白功能 > 免疫调节 | 蛋白功能 > 促进肠道健康,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T039,CN115594748A,一种α-乳白蛋白肽及其制备方法和应用,本发明涉及食品加工领域，尤其涉及一种α‑乳白蛋白肽及其制备方法和应用。所述α‑乳白蛋白肽的制备方法包括：以α‑乳白蛋白乳液为原料，经超高压处理后，再进行酶解反应制得酶解物；所述酶解反应使用的酶为胃蛋白酶和胰蛋白酶。本发明发现，采用超高压处理α‑乳白蛋白乳液，可以在一定程度上改变α‑乳白蛋白的抗氧化性和结构；进一步地，采用上述两种酶进行酶解后，可以显著提高产物中具有抗氧化功能的肽的含量，进而大幅度改善了产物的抗氧化功能。,1.一种α-乳白蛋白肽的制备方法，其特征在于，包括：以α-乳白蛋白乳液为原料，经超高压处理后，再进行酶解反应制得酶解物；_x000D_ 所述酶解反应使用的酶为胃蛋白酶和胰蛋白酶。_x000D_ 9.一种α-乳白蛋白肽，其特征在于，利用权利要求1～8任一项所述的制备方法制得。_x000D_ 10.权利要求9所述的α-乳白蛋白肽在制备药品、食品或食品添加剂中的应用；_x000D_ 优选地，所述药品、食品或食品添加剂具有抗氧化的功能。,蛋白类型 > 其他乳蛋白 > 乳肽 | 蛋白功能 > 抗氧化 | 蛋白功能 > 促进消化,蛋白类型 > 其他乳蛋白 > 乳肽,蛋白功能 > 抗氧化 | 蛋白功能 > 促进消化,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T040,JP7198749B2,栄養組成物,【課題】良好な風味及び安定した物性を有し、高カロリーの栄養組成物を提供する。_x000D_ 【解決手段】栄養組成物は、タンパク質源を含有する。栄養組成物のタンパク質源は、ホエイタンパク質及びホエイペプチドを含有する。栄養組成物のタンパク質源の総重量に対するホエイタンパク質の重量とホエイペプチドの重量との合計の比率は、80重量%以上である。栄養組成物のタンパク質エネルギー比は、16%以上かつ50%未満である。栄養組成物は、酸性である。栄養組成物は、100kcal/100ml以上のカロリー密度を有する。_x000D_ 【選択図】なし,【請求項1】_x000D_  流動性の栄養組成物であって、_x000D_  ホエイタンパク質及びホエイペプチドを含むタンパク質源を含有し、_x000D_  前記タンパク質源の総重量に対する前記ホエイタンパク質の重量と前記ホエイペプチドの重量との合計の比率は、８０重量％以上であり、_x000D_  前記ホエイタンパク質の重量と前記ホエイペプチドの重量との比率は、５：１～１：１０であり、 _x000D_  タンパク質エネルギー比が１６％以上かつ５０％未満であり、_x000D_  １００ｋｃａｌ／１００ｍｌ以上のカロリー密度を有し、_x000D_  ＥＰＡを１～１００ｍｇ／１００ｋｃａｌで含有し、ＤＨＡを１～１００ｍｇ／１００ｋｃａｌで含,蛋白类型 > 其他乳蛋白 > 乳肽 | 蛋白功能 > 健骨 | 蛋白功能 > 增肌,蛋白类型 > 其他乳蛋白 > 乳肽,蛋白功能 > 健骨 | 蛋白功能 > 增肌,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T041,CN115517368A,一种用于运动后机能恢复的乳清蛋白粉及其制备方法,本发明公开了一种用于运动后机能恢复的乳清蛋白粉，用于运动后机能恢复的乳清蛋白粉，由以下成分组成：酪蛋白糖巨肽和乳清蛋白粉；酪蛋白糖巨肽和乳清蛋白粉的质量比为1：(3‑6)。本发明的乳清蛋白粉几乎不含乳糖和脂肪，同时富含丰富的必需氨基酸。作为糖尿病患者的最佳蛋白补充剂，SP‑9225浓缩乳清蛋白粉有效改善肌肉对胰岛素的敏感度，有效提升人体谷氨酰胺水平，支持肌肉蛋白质的合成、修复运动后的肌肉损伤、促进运动后恢复，降低肌肉流失、减少老年人骨质流失、减少骨质疏松的发生，同时在癌症患者治疗过程中可以提供能量物质基础，是癌症患者的优质营养补充来源，也是乳糖不耐患者的唯一口粮。,1.一种用于运动后机能恢复的乳清蛋白粉，其特征在于，由以下成分组成酪蛋白糖巨肽(CGMP)和乳清蛋白粉(SP-9225)。,蛋白类型 > 乳清蛋白 > WPC80 | 蛋白类型 > 酪蛋白 > 酪蛋白糖聚肽 | 分离技术手段 > 膜分离 > 过滤，超滤或反渗透 | 蛋白功能 > 降糖 | 蛋白功能 > 健骨,蛋白类型 > 乳清蛋白 > WPC80 | 蛋白类型 > 酪蛋白 > 酪蛋白糖聚肽,蛋白功能 > 降糖 | 蛋白功能 > 健骨,分离技术手段 > 膜分离 > 过滤，超滤或反渗透,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T043,CN115316660A,营养组合物、包含其的食品以及该营养组合物的用途,本发明涉及营养组合物、包含其的食品以及该营养组合物的用途。所述营养组合物包含：2’‑岩藻糖基乳糖(2’‑FL)、二十二碳六烯酸(DHA)和骨桥蛋白(OPN)。所述营养组合物可任选地进一步包括：选自酵母β‑葡聚糖和/或聚葡萄糖的碳水化合物；和/或选自酪蛋白磷酸肽(CPP)和/或L‑胱氨酸和/或L‑苯丙氨酸的肽或氨基酸；和/或选自泛酸和/或生物素的维生素；和/或选自柠檬酸钠和/或氯化钾的矿物质。所述营养组合物能够提高婴幼儿大脑发育及智力，尤其是促进神经发育例如促进神经元成熟、突触发生和/或髓鞘形成等。,1.一种营养组合物，其包括2’-岩藻糖基乳糖、二十二碳六烯酸、和骨桥蛋白。,蛋白类型 > 乳清蛋白 > 骨桥蛋白 | 蛋白类型 > 其他乳蛋白 > 乳肽 | 蛋白功能 > 促进脑发育,蛋白类型 > 乳清蛋白 > 骨桥蛋白 | 蛋白类型 > 其他乳蛋白 > 乳肽,蛋白功能 > 促进脑发育,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T045,US20220248738A1,"NUTRITIVE COMPOSITIONS WITH SECRETED IgA, MILK FAT GLOBULE MEMBRANE COMPONENTS AND/OR BIFIDOBACTERIUM","This disclosure describes compositions of one or more components including milk fat globule membranes (MFGM) complexes, milk fat globules (MFG), commensal organisms, SlgA, recombinant SlgA (rSlgA), triglycerides or oils, and mammalian milk oligosaccharides (MMO) and the use of such compositions. The reconstituted MFGM ","1. A composition comprising a milk fat globule membrane complex (MFGM), further comprising at least one Bifidobacterium species or subspecies, secretory immunoglobulin A (sIgA), or both._x000D_ 45. A method of preparing MFGM lipids for delivery to the mucous layer of gut epithelium of a mammal, said method comprising t",蛋白类型 > 其他乳蛋白 > 脂肪球膜蛋白 | 蛋白功能 > 免疫调节 | 蛋白功能 > 促进肠道健康 | 蛋白功能 > 抗炎 | 蛋白功能 > 抗菌抗病毒,蛋白类型 > 其他乳蛋白 > 脂肪球膜蛋白,蛋白功能 > 免疫调节 | 蛋白功能 > 促进肠道健康 | 蛋白功能 > 抗炎 | 蛋白功能 > 抗菌抗病毒,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T046,CN114794491A,一种改善脑功能的组合物及其制备方法,本发明提供一种改善脑功能的组合物及其制备方法，其包括如下重量份数的组分：MFGM乳脂球膜浓缩乳清蛋白20‑98份、菊粉0.6‑60份、免疫球蛋白0.4‑13.8份、乳铁蛋白0.5‑5份、乳糖0.3‑4份、CGMP乳清蛋白0.2‑1.7份。这种组合物，通过将特殊的MFGM乳脂球膜浓缩乳清蛋白与免疫球蛋白、乳铁蛋白和CGMP乳清蛋白复配，能够有效促进脑内多巴胺上调、预防血管变性和改善神经可塑性，从而增强记忆力，缓解衰老早期的轻度认知障碍。,1.一种改善脑功能的组合物，其特征在于，包括如下重量份数计的组分：_x000D_ MFGM乳脂球膜浓缩乳清蛋白20-98份、菊粉0.6-60份、免疫球蛋白0.4-13.8份、乳铁蛋白0.5-5份、乳糖0.3-4份、CGMP乳清蛋白0.2-1.7份。_x000D_ 8.一种根据权利要求1所述的改善脑功能的组合物的制备方法，其特征在于，包括：_x000D_ 按重量份数，将所述MFGM乳脂球膜浓缩乳清蛋白、菊粉、免疫球蛋白、乳铁蛋白、乳糖和CGMP乳清蛋白混合。,蛋白类型 > 乳清蛋白 > 免疫球蛋白 | 蛋白类型 > 酪蛋白 > 酪蛋白糖聚肽 | 蛋白类型 > 其他乳蛋白 > 脂肪球膜蛋白 | 蛋白功能 > 促进脑发育,蛋白类型 > 乳清蛋白 > 免疫球蛋白 | 蛋白类型 > 酪蛋白 > 酪蛋白糖聚肽 | 蛋白类型 > 其他乳蛋白 > 脂肪球膜蛋白,蛋白功能 > 促进脑发育,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T047,CN114502582A,包含分泌型IgA和益生菌的组合物,本发明涉及用于生产包含分泌型IgA和一种或多种益生菌的组合物的方法。具体地，本发明涉及用于生产其中分泌型IgA和一种或多种益生菌缔合的组合物的方法。本发明还涉及可通过所述方法获得的组合物和所述组合物的用途，例如用于减少或预防非病毒感染和/或炎症。,1.一种用于生产包含分泌型IgA和益生菌的组合物的方法，所述方法包括以下步骤：_x000D_ (a)提供呈乳形式或其级分形式的SIgA源；_x000D_ (b)任选地对所述乳进行微滤；_x000D_ (c)在61℃至200℃的温度下对所述乳进行巴氏灭菌；_x000D_ (d)任选地在低于70℃的液体浓缩物温度下喷雾干燥；_x000D_ (e)与所述益生菌混合，其中所述混合在1℃至45℃的温度下进行10分钟至1440分钟的持续时间；以及_x000D_ (f)任选地在低于70℃的液体浓缩物温度下喷雾干燥。_x000D_ 12.一种组合物，所述组合物可使用根据前述权利要求中任一项所述的方法获得。_x000D_ 13.一种产品，所述产品包含,蛋白类型 > 乳清蛋白 > 免疫球蛋白 | 分离技术手段 > 膜分离 > 微滤 | 蛋白功能 > 免疫调节,蛋白类型 > 乳清蛋白 > 免疫球蛋白,蛋白功能 > 免疫调节,分离技术手段 > 膜分离 > 微滤,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T048,CN114304369A,一种乳清蛋白组合物及其制备方法和应用,本发明涉及蛋白质加工技术领域，公开了一种乳清蛋白组合物及其制备方法和应用。本发明所述乳清蛋白组合物包括乳清蛋白和β‑酪蛋白，其中β‑酪蛋白与乳清蛋白的质量比不低于4.5:95.5。本发明提供的乳清蛋白组合物主要由一种新颖的乳蛋白成分组成，其比市场上其他乳清蛋白具有较慢的消化特性。它是一种富含β‑酪蛋白的可附加微粒化以及复合天然多糖的乳清蛋白浓缩物，能够起到延迟消化促进肌肉合成和提供充足营养的作用。,1.一种乳清蛋白组合物，其特征在于，包括乳清蛋白和β-酪蛋白，其中β-酪蛋白与乳清蛋白的质量比不低于4.5:95.5。_x000D_ 7.一种乳清蛋白组合物的制备方法，其特征在于，脱脂原料乳在0-10℃下低温处理，然后用不小于20nm的膜过滤，透过液通过超滤浓缩除去乳糖，获得含有乳清蛋白和β-酪蛋白的乳清蛋白组合物。_x000D_ 13.权利要求1-6任意一种乳清蛋白组合物或权利要求12所述乳清蛋白组合物在制备营养补充剂、肌肉合成促进剂或乳制品中的应用。_x000D_ 14.权利要求1-6任意一种乳清蛋白组合物或权利要求12所述乳清蛋白组合物在制备具有缓慢消化和/或缓慢释放氨基酸的乳清蛋白类产品中的应用。_x000D_ 15.一种营,蛋白类型 > 乳清蛋白 | 蛋白类型 > 酪蛋白 > β-酪蛋白 | 分离技术手段 > 膜分离 > 过滤，超滤或反渗透 | 蛋白功能 > 增肌,蛋白类型 > 乳清蛋白 | 蛋白类型 > 酪蛋白 > β-酪蛋白,蛋白功能 > 增肌,分离技术手段 > 膜分离 > 过滤，超滤或反渗透,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T049,CN114176137A,一种高乳清蛋白含量的婴儿奶粉及其制备方法,本发明涉及一种婴儿配方奶粉，具体而言，涉及一种高乳清蛋白含量的婴儿配方奶粉及其制备方法。本发明设计一种乳清蛋白含量占总蛋白质含量90％以上的婴儿配方奶粉，且本配方中酪蛋白全部来自于稀奶油，同时富含乳脂肪球膜蛋白，并进行脂肪酸母乳化设计，添加多聚果糖，维生素，矿物质，叶黄素，核苷酸，胆碱，肌醇，左旋肉碱以及益生菌的婴儿配方奶粉，同时通过全干法可控混合的生产工艺进行制备。最终获得的奶粉有助于婴儿肠道健康，促进营养物质的吸收，免疫力的提高。,1.一种高乳清蛋白含量婴儿配方奶粉，其特征在于：以重量百分比计算，包括以下组分：_x000D_ _x000D_ 9.一种制备权利要求1-10任一项所述的高乳清蛋白含量婴儿配方奶粉的方法，其特征在于：该方法包含如下步骤：_x000D_ A、进料：加油脱盐乳清粉经粉筛及磁力棒后暂存于粉仓中；其他原料经隧道杀菌器紫外杀菌后进入清洁作业区内；_x000D_ B、配料：将多聚果糖、浓缩乳清蛋白粉、乳脂肪球膜蛋白粉、花生四烯酸油脂粉、二十二碳六烯酸油脂粉、复配营养强化剂、复配维生素及复配矿物质按照上述的比例称取原料备用；_x000D_ C、预混：将叶黄素、复配核苷酸、乳双歧杆菌(Bi-07/HN019)按上述比例与适当用量加油脱盐乳清粉在三维预,蛋白类型 > 酪蛋白 | 蛋白类型 > 其他乳蛋白 > 脂肪球膜蛋白 | 蛋白功能 > 免疫调节 | 蛋白功能 > 促进肠道健康,蛋白类型 > 酪蛋白 | 蛋白类型 > 其他乳蛋白 > 脂肪球膜蛋白,蛋白功能 > 免疫调节 | 蛋白功能 > 促进肠道健康,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
