label_id,dimension,label_name,label_path,parent_label_id,definition,include_when,exclude_when,synonyms,confusable_labels,positive_example,negative_example,status,taxonomy_version,source_frequency,learning_source,definition_status,dirty_observation,output_eligible
MP-E796FC8E9E,蛋白类型,骨桥蛋白,蛋白类型 > 乳清蛋白 > 骨桥蛋白,MP-015BB1E97D,以骨桥蛋白作为核心有效成分、制备对象、加工对象或权利要求限定组分的乳蛋白技术。,该乳源蛋白是核心有效成分、制备对象、加工对象或权利要求限定组分。,仅为可选组分、背景物质、非乳源成分或生理指标时不标。,,,CN117337994A: 功能性组合物及该组合物的应用,见领域边界规则与相邻标签样本,formal,milk-protein-customer-v2,5,20260525085204594-2.xlsx,user_confirmed_v2_starting_definition,,true
MP-4271038C82,蛋白类型,乳肽,蛋白类型 > 其他乳蛋白 > 乳肽,MP-20D2D0B869,以乳肽作为核心有效成分、制备对象、加工对象或权利要求限定组分的乳蛋白技术。,该乳源蛋白是核心有效成分、制备对象、加工对象或权利要求限定组分。,仅为可选组分、背景物质、非乳源成分或生理指标时不标。,,蛋白类型 > 其他乳蛋白 > 水解蛋白,"KR102750114B1: 유청 단백 가수분해물을 포함하는 수면장애의 예방, 개선 또는 치료용 조성물",见领域边界规则与相邻标签样本,formal,milk-protein-customer-v2,64,20260525085204594-2.xlsx,user_confirmed_v2_starting_definition,,true
MP-756312CD99,蛋白类型,水解蛋白,蛋白类型 > 其他乳蛋白 > 水解蛋白,MP-20D2D0B869,以水解蛋白作为核心有效成分、制备对象、加工对象或权利要求限定组分的乳蛋白技术。,该乳源蛋白是核心有效成分、制备对象、加工对象或权利要求限定组分。,仅为可选组分、背景物质、非乳源成分或生理指标时不标。,,蛋白类型 > 其他乳蛋白 > 乳肽,CN117796531B: 一种增加肌肉围度的复合蛋白组合物及其制备方法,见领域边界规则与相邻标签样本,formal,milk-protein-customer-v2,2,20260525085204594-2.xlsx,user_confirmed_v2_starting_definition,,true
MP-687A78A801,蛋白类型,脂肪球膜蛋白,蛋白类型 > 其他乳蛋白 > 脂肪球膜蛋白,MP-20D2D0B869,以脂肪球膜蛋白作为核心有效成分、制备对象、加工对象或权利要求限定组分的乳蛋白技术。,该乳源蛋白是核心有效成分、制备对象、加工对象或权利要求限定组分。,仅为可选组分、背景物质、非乳源成分或生理指标时不标。,,,CN118252256A: 一种组合物及其应用、食品,见领域边界规则与相邻标签样本,formal,milk-protein-customer-v2,6,20260525085204594-2.xlsx,user_confirmed_v2_starting_definition,,true
MP-72ADCC00D2,蛋白类型,αs1-酪蛋白,蛋白类型 > 酪蛋白 > αs1-酪蛋白,MP-40CBB54771,以αs1-酪蛋白作为核心有效成分、制备对象、加工对象或权利要求限定组分的乳蛋白技术。,该乳源蛋白是核心有效成分、制备对象、加工对象或权利要求限定组分。,仅为可选组分、背景物质、非乳源成分或生理指标时不标。,,,由领域规则和金标准样本补充,见领域边界规则与相邻标签样本,formal,milk-protein-customer-v2,1,20260525085204594-2.xlsx,user_confirmed_v2_starting_definition,,true
MP-BB928FA158,蛋白类型,αs2-酪蛋白,蛋白类型 > 酪蛋白 > αs2-酪蛋白,MP-40CBB54771,以αs2-酪蛋白作为核心有效成分、制备对象、加工对象或权利要求限定组分的乳蛋白技术。,该乳源蛋白是核心有效成分、制备对象、加工对象或权利要求限定组分。,仅为可选组分、背景物质、非乳源成分或生理指标时不标。,,,由领域规则和金标准样本补充,见领域边界规则与相邻标签样本,formal,milk-protein-customer-v2,1,20260525085204594-2.xlsx,user_confirmed_v2_starting_definition,,true
MP-803B77E90F,蛋白类型,β-酪蛋白,蛋白类型 > 酪蛋白 > β-酪蛋白,MP-40CBB54771,以β-酪蛋白作为核心有效成分、制备对象、加工对象或权利要求限定组分的乳蛋白技术。,该乳源蛋白是核心有效成分、制备对象、加工对象或权利要求限定组分。,仅为可选组分、背景物质、非乳源成分或生理指标时不标。,,,CN117941742B: 一种促进蛋白质吸收的营养组合物及其用途,见领域边界规则与相邻标签样本,formal,milk-protein-customer-v2,7,20260525085204594-2.xlsx,user_confirmed_v2_starting_definition,,true
MP-8EE2B2A291,蛋白类型,κ-酪蛋白,蛋白类型 > 酪蛋白 > κ-酪蛋白,MP-40CBB54771,以κ-酪蛋白作为核心有效成分、制备对象、加工对象或权利要求限定组分的乳蛋白技术。,该乳源蛋白是核心有效成分、制备对象、加工对象或权利要求限定组分。,仅为可选组分、背景物质、非乳源成分或生理指标时不标。,,,由领域规则和金标准样本补充,见领域边界规则与相邻标签样本,formal,milk-protein-customer-v2,3,20260525085204594-2.xlsx,user_confirmed_v2_starting_definition,,true
MP-461EAD53B8,蛋白类型,酪蛋白糖聚肽,蛋白类型 > 酪蛋白 > 酪蛋白糖聚肽,MP-40CBB54771,以酪蛋白糖聚肽作为核心有效成分、制备对象、加工对象或权利要求限定组分的乳蛋白技术。,该乳源蛋白是核心有效成分、制备对象、加工对象或权利要求限定组分。,仅为可选组分、背景物质、非乳源成分或生理指标时不标。,,,CN118252256A: 一种组合物及其应用、食品,见领域边界规则与相邻标签样本,formal,milk-protein-customer-v2,3,20260525085204594-2.xlsx,user_confirmed_v2_starting_definition,,true
MP-15ED2CD17C,蛋白类型,酪蛋白软胶束,蛋白类型 > 酪蛋白 > 酪蛋白软胶束,MP-40CBB54771,以酪蛋白软胶束作为核心有效成分、制备对象、加工对象或权利要求限定组分的乳蛋白技术。,该乳源蛋白是核心有效成分、制备对象、加工对象或权利要求限定组分。,仅为可选组分、背景物质、非乳源成分或生理指标时不标。,,,CN113747802A: 包含胶束酪蛋白浓缩物的液体组合物,见领域边界规则与相邻标签样本,formal,milk-protein-customer-v2,6,20260525085204594-2.xlsx,user_confirmed_v2_starting_definition,,true
MP-5AEBF324CC,蛋白类型,酪蛋白酸钠,蛋白类型 > 酪蛋白 > 酪蛋白酸钠,MP-40CBB54771,以酪蛋白酸钠作为核心有效成分、制备对象、加工对象或权利要求限定组分的乳蛋白技术。,该乳源蛋白是核心有效成分、制备对象、加工对象或权利要求限定组分。,仅为可选组分、背景物质、非乳源成分或生理指标时不标。,,,MX349966B: Use of sodium caseinate as antineoplastic agent.,见领域边界规则与相邻标签样本,formal,milk-protein-customer-v2,1,20260525085204594-2.xlsx,user_confirmed_v2_starting_definition,,true
